,asin,overall,reviewText,summary,unixReviewTime,reviewsInNext7Days,saleChange,saleChangeFlag,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
93,B00BTIDW4S,5,mat nicky charles favourite book time character plot progression unfold mystery wonderfully write get read book wo n't regret seriously best book ever,Best read EVER!!!,1363392000,6,0.0,0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.26666666666666666
665,B00BTIDW4S,5,love werewolves totally completely 'm always lookout new book look decent day ago discover new werewolf book author start read book get page buy question ask book excellent love elise 's tough stand alpha ever love love kane 's rough life 's try right thing pack oh exactly mate anyway besides mate question answer villain let 's say know exactly villain first paragraph person enters story hell person n't top evil great story great villain one deliver oh wish many time house would fall sky land person 's head wait almost end see meteor would fall raced book feel 'll race therefore email m charles ask write faster one criticism elise get set something kane something pretty damn awful think later circumstance find save lot grovel ton grovel portray hint greta rideout incidentally clue complaint book free pay page crap think pay page book well worth,Mates in the Muddle,1363392000,6,0.0,0,0.07142857142857142,0.07142857142857142,0.0,0.10714285714285714,0.0,0.23809523809523808,0.16666666666666666,0.08333333333333333,0.05952380952380952,0.10714285714285714,0.09523809523809523
653,B00BTIDW4S,4,thought good werewolf story well write well edited character could connect really enjoyed reading find bit really frustrate though part exceedingly predictable mean n't see marla come n't want absolutely wring elise 's neck trust even little bit think also little unrealistic 'm fairly sure woman would n't first initial meeting thing go elise 's frequent scarlet o'hara moment something important say let alone multiple important thing say find time n't wait tomorrow unreasonable number interruption gripe really part overall story sort comment value book get free glad give chance 've get sequel keep reading,enjoyed it,1363737600,21,2.5,2,0.0,0.06896551724137931,0.0,0.1724137931034483,0.06896551724137931,0.2413793103448276,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.2413793103448276
534,B00BTIDW4S,5,honest found flip sex scene 'm sure well write flip thru respect husband pleasantly surprise good story even without sex time annoy gullible nevertheless good story,Great read for free,1363737600,21,2.5,1,0.046511627906976744,0.046511627906976744,0.0,0.18604651162790697,0.06976744186046512,0.18604651162790697,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.18604651162790697,0.13953488372093023
90,B00BTIDW4S,5,great book really want read bond first get little understanding first free need want thank author m charles make awesome series free yes say entire series free easy way find free downloads free instruction download end book link site pick book go site allows free downloads go pay series read people ' review ms charles remark find easily free pirate copy per m charles read bond hook last night couldnt put mat stop plz aware m charles request like book pay writting review buy bag food local animal shelter plz dont judge book series price pay,Wonderful series!,1363910400,28,0.3333333333333333,2,0.0,0.03225806451612903,0.0,0.3870967741935484,0.0,0.2903225806451613,0.06451612903225806,0.0,0.0,0.12903225806451613,0.0967741935483871
220,B00BTIDW4S,4,book nicky charles well write character well develop ca n't wait read book,The Mating (Law of the Lycans),1363910400,28,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.5
636,B00BTIDW4S,3,find free book couple different website take chance first one avid reader paranormal romance editor impressed storyline content edit think go book two believe marla making appearance,Surprising enjoyment,1363910400,28,0.3333333333333333,1,0.08333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.25,0.0,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333
507,B00BTIDW4S,5,first ever paranormal story back love book much read three time since nickey charles away draw make plot believable entertaining end simply could put discovered part series four book read well dissapointed book recommend lover paranormal romance mixed suspense bud relationship wonderful read,"Excellent read, exciting story from beginning to end.",1363910400,28,0.3333333333333333,1,0.07407407407407407,0.0,0.0,0.18518518518518517,0.1111111111111111,0.2222222222222222,0.0,0.037037037037037035,0.0,0.18518518518518517,0.18518518518518517
0,B00BTIDW4S,4,really love author weave story book great prequel still really good kind miss dialogue first book main character inner wolf overall great read happy reading,Pretty good,1363996800,31,0.10714285714285714,1,0.0,0.0,0.0,0.2222222222222222,0.05555555555555555,0.3888888888888889,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111
398,B00BTIDW4S,3,ntm author decide try mat back think book may appeal ya na reader start read pnr bad free read n't find particularly romantic suspenseful main character bite bland side cardboard ish imo romantic relationship develop rather awkwardly plot become predictable little guess baddie unfortunately huge eyeroll moment towards end still enough author 's writing may read another book see subsequent book strong,OK... but not really anything new,1363996800,31,0.10714285714285714,1,0.038461538461538464,0.038461538461538464,0.0,0.15384615384615385,0.038461538461538464,0.2692307692307692,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.19230769230769232
